frame_index,lm_idx0,lm_idx1,lm_name0,lm_name1,world_distance,pt0_x,pt0_y,pt1_x,pt1_y,w0_x,w0_y,w0_z,w1_x,w1_y,w1_z
25,4,14,thumb_tip,ring_finger_pip,0.003640178931602469,1347,666,501,822,-0.0146224573254585,0.0218578819185495,0.0029191474895924,-0.0134974373504519,0.0245552435517311,0.0007490154821425
26,9,13,middle_finger_mcp,ring_finger_mcp,0.0037339875364683617,1359,618,507,788,-0.0038118767552077,-0.0019016119185835,-0.0018949712393805,-0.0056953048333525,0.001270999899134,-0.0024693368468433
27,9,13,middle_finger_mcp,ring_finger_mcp,0.006582826833211844,1345,604,517,784,-0.0034009246155619,-0.0019840479362756,-0.0016960784560069,-0.0081321289762854,0.0025887810625135,-0.0014997385442256
28,4,18,thumb_tip,pinky_pip,0.005087133668812712,1297,619,518,808,-0.0195320639759302,0.0234229676425457,0.0070473388768732,-0.0193604063242673,0.0203457977622747,0.0110946204513311
29,4,18,thumb_tip,pinky_pip,0.0031023192196994623,1276,595,535,796,-0.0235152579843997,0.0181497149169445,0.0079712281003594,-0.0217627398669719,0.0200132820755243,0.0097262728959321
30,9,9,middle_finger_mcp,middle_finger_mcp,0.008180371289933751,1295,553,581,745,-0.0036694309674203,-0.0024700562935322,-0.0014677118742838,0.0044534387998282,-0.001517919707112,-0.0016434876015409
31,17,10,pinky_mcp,middle_finger_pip,0.007197929673402005,1302,571,622,758,0.0269077066332101,0.0290376022458076,-0.0019907383248209,0.0218423381447792,0.0272233113646507,-0.0067720124498009
32,4,17,thumb_tip,pinky_mcp,0.006912684580810551,1221,541,589,728,-0.0242788381874561,0.0204517319798469,0.004439705517143,-0.0275771375745534,0.0144778760150074,0.0055440035648643
33,4,17,thumb_tip,pinky_mcp,0.003865555500588723,1200,517,610,707,-0.0274914745241403,0.0170036312192678,0.0044959834776818,-0.0237829722464084,0.0160892121493816,0.0039015358779579
34,4,17,thumb_tip,pinky_mcp,0.008042274381573124,1180,495,630,682,-0.0313297621905803,0.016176888719201,0.0062148221768438,-0.027007944881916,0.0213557556271553,0.0018353918567299
35,9,9,middle_finger_mcp,middle_finger_mcp,0.007646609189444254,1203,454,667,631,-0.0044345930218696,-0.0037932028062641,-0.0005129329510964,0.0031329845078289,-0.0048707863315939,-0.0007159506203606
36,18,18,pinky_pip,pinky_pip,0.005360500375877711,1168,494,692,643,-0.0031970813870429,0.0459979437291622,-0.0048514329828321,-0.0014041883405297,0.041053008288145,-0.005884928163141
37,9,9,middle_finger_mcp,middle_finger_mcp,0.006498946569413167,1170,416,693,576,-0.004560855217278,-0.0038769419770687,9.56499843596248e-06,0.0014462248655036,-0.0063404222019016,-0.0002777685585897
38,9,9,middle_finger_mcp,middle_finger_mcp,0.006141503386722322,1156,399,703,550,-0.0041001848876476,-0.0043851067312061,-0.0002217581350123,0.0009262001840397,-0.0079062804579734,1.2448069355741607e-05
39,9,9,middle_finger_mcp,middle_finger_mcp,0.004355073563384637,1143,382,712,528,-0.0033836753573268,-0.004173838533461,-0.0002077895915135,-0.0003013163805007,-0.0072317048907279,-0.0005471746553666
40,9,9,middle_finger_mcp,middle_finger_mcp,0.0046493567953957635,1130,367,721,510,-0.0034695544745773,-0.0047909123823046,0.0003459542058408,0.0002294890582561,-0.0075670275837183,-0.0001302599703194
41,9,9,middle_finger_mcp,middle_finger_mcp,0.004003292438565869,1120,353,728,495,-0.0031060180626809,-0.0046764640137553,0.0004511781735345,6.075715646147728e-06,-0.0071725104935467,0.0001180496183224
42,9,9,middle_finger_mcp,middle_finger_mcp,0.0038240560281212425,1108,341,735,481,-0.0029710689559578,-0.0047349128872156,0.0005047105369158,-0.0011548600159585,-0.0080177132040262,0.0012449886417016
43,9,9,middle_finger_mcp,middle_finger_mcp,0.00265697142774239,1100,328,742,472,-0.0031228403095155,-0.0048587205819785,0.000550941505935,-0.0020015607587993,-0.0070733996108174,0.0014982672873884
44,9,9,middle_finger_mcp,middle_finger_mcp,0.002400438477396311,1091,318,751,464,-0.0025857663713395,-0.0044538765214383,0.0003370837075635,-0.0017773727886378,-0.0066793011501431,0.0007321658777073
45,9,9,middle_finger_mcp,middle_finger_mcp,0.0026750735471424824,1082,308,758,458,-0.0025612590834498,-0.0047004204243421,-0.0001012327629723,-0.0025829272344708,-0.0070930141955614,0.0010950297582894
46,9,9,middle_finger_mcp,middle_finger_mcp,0.0021530099015594256,1077,299,767,451,-0.0024447594769299,-0.0045272018760442,0.0001798699231585,-0.0030625001527369,-0.0064752381294965,0.0008573674131184
47,9,9,middle_finger_mcp,middle_finger_mcp,0.0018866984051886019,1070,293,774,449,-0.0026810003910213,-0.0051289307884871,0.0006997184245847,-0.0028165976982563,-0.0067831119522452,-0.0001974598853848
48,9,9,middle_finger_mcp,middle_finger_mcp,0.0019836204905073897,1063,287,781,446,-0.0021239421330392,-0.0048694619908928,0.001024710596539,-0.0026839785277843,-0.0061313221231102,-0.0003996554005425
49,9,9,middle_finger_mcp,middle_finger_mcp,0.001978581317252856,1057,282,783,440,-0.0021397341042757,-0.0049559380859136,0.0008601419394835,-0.0029006553813815,-0.0057219127193093,0.0025181726086884
50,9,9,middle_finger_mcp,middle_finger_mcp,0.0021667278815219486,1053,278,784,435,-0.0023309213574975,-0.004265206400305,0.0008399498765356,-0.0035727117210626,-0.0055730203166604,0.0020409033168107
51,9,9,middle_finger_mcp,middle_finger_mcp,0.0022322911393272064,1049,274,783,432,-0.002259895671159,-0.0042803003452718,0.0010520212817937,-0.0038383635692298,-0.0052178059704601,0.0023219212889671
52,13,13,ring_finger_mcp,ring_finger_mcp,0.0023329573683806954,1047,288,780,444,0.0010307314805686,0.0110758189111948,-0.0115457531064748,-0.0008386959088966,0.0124448928982019,-0.011816986836493
53,13,13,ring_finger_mcp,ring_finger_mcp,0.002196658383443289,1046,286,776,443,0.0010008160024881,0.010570234619081,-0.0118699418380856,-0.0005863719270564,0.012082383967936,-0.0120097519829869
54,13,13,ring_finger_mcp,ring_finger_mcp,0.0027851820587946425,1044,286,772,442,0.000787878409028,0.0100370869040489,-0.0113868787884712,-0.0007252086652442,0.0123230796307325,-0.011878858320415
55,13,13,ring_finger_mcp,ring_finger_mcp,0.0032474880707994854,1041,287,768,439,0.0008049509488046,0.0100762536749243,-0.0112935798242688,-0.0005689386744052,0.0126325199380517,-0.01275101210922
56,13,13,ring_finger_mcp,ring_finger_mcp,0.0015296563687997454,1040,288,764,440,0.0013754926621913,0.011102351360023,-0.0120558412745594,-0.000124737736769,0.011400943621993,-0.0120557080954313
57,13,13,ring_finger_mcp,ring_finger_mcp,0.001873583757071263,1039,291,760,439,0.0008702711202204,0.0119986617937684,-0.0116652846336364,-0.0006142919883131,0.0119563182815909,-0.012807473540306
58,13,13,ring_finger_mcp,ring_finger_mcp,0.0022124726457019893,1037,294,755,442,0.0011607520282268,0.011852491647005,-0.011464717797935,-0.0008351586293429,0.0120344683527946,-0.0124018732458353
59,13,13,ring_finger_mcp,ring_finger_mcp,0.0027914165235606594,1036,298,749,443,0.0016297926194965,0.0115587962791323,-0.0123583860695362,-0.0009627122199162,0.012442659586668,-0.0128966337069869
60,9,9,middle_finger_mcp,middle_finger_mcp,0.003100510667907688,1028,289,745,430,-0.0025680069811642,-0.0057606967166066,0.0008313662256114,-0.005484374705702,-0.00569220026955,0.0018817347008734
61,9,9,middle_finger_mcp,middle_finger_mcp,0.0024372427661370766,1026,297,738,433,-0.0029408717527985,-0.0056080799549818,0.0009038700372911,-0.0051535917446017,-0.0054542375728487,0.0019139962969347
62,9,9,middle_finger_mcp,middle_finger_mcp,0.002249986851945518,1025,306,729,437,-0.0027991598471999,-0.0058882823213934,0.0009876136900857,-0.0046597123146057,-0.0048200418241322,0.0016655868384987
63,9,9,middle_finger_mcp,middle_finger_mcp,0.0017978362047455605,1027,314,721,444,-0.0035608853213489,-0.0056459577754139,0.000545393791981,-0.0047159418463706,-0.0044993879273533,0.0013092242879793
64,9,9,middle_finger_mcp,middle_finger_mcp,0.0021696019376459476,1031,323,712,455,-0.0036728214472532,-0.0056501762010157,0.0001923375530168,-0.0051388000138103,-0.0050028054974973,0.0016548663843423
65,9,9,middle_finger_mcp,middle_finger_mcp,0.003002953669300323,1035,334,704,468,-0.0036752051673829,-0.0047358889132738,-0.0003129659453406,-0.0045210942625999,-0.0049906009808182,0.0025571079459041
66,9,9,middle_finger_mcp,middle_finger_mcp,0.0018057789218385507,1039,347,694,484,-0.0036341804079711,-0.0045182057656347,0.0001337343273917,-0.0043840869329869,-0.0052828518673777,0.0015876236138865
67,9,9,middle_finger_mcp,middle_finger_mcp,0.002145814341924698,1046,361,688,500,-0.0036117099225521,-0.0036354935728013,0.0001266681792913,-0.0043007652275264,-0.0055052135139703,0.0009228272829204
68,9,9,middle_finger_mcp,middle_finger_mcp,0.0020458495094925963,1052,376,680,518,-0.0037105623632669,-0.0037961821071803,0.0005033005145378,-0.0033815815113484,-0.0057926261797547,0.0002008391456911
69,9,9,middle_finger_mcp,middle_finger_mcp,0.0022301187707403046,1062,395,670,541,-0.0036151707172393,-0.0036768824793398,0.0003592393186409,-0.0026874775066971,-0.0056518195196986,0.0008201500750146
70,9,9,middle_finger_mcp,middle_finger_mcp,0.003403071940396,1073,414,660,563,-0.0037206346169114,-0.0031960953492671,0.0003411428187973,-0.0019484318327158,-0.0060061328113079,-0.0003963430353906
71,2,2,thumb_mcp,thumb_mcp,0.003947288786085415,1091,434,665,590,0.0099586797878146,-0.0049421633593738,0.0535324364900589,0.0125161297619342,-0.0020489562302827,0.0543509051203727
72,9,9,middle_finger_mcp,middle_finger_mcp,0.004149285175040748,1099,462,638,611,-0.0041360571049153,-0.0020441792439669,0.0001318553695455,-0.001227103639394,-0.0042197769507765,-0.0018734704935923
73,2,2,thumb_mcp,thumb_mcp,0.005484254406995975,1121,480,639,630,0.0070922183804214,-0.0077773928642272,0.0522220470011234,0.0124690532684326,-0.0069339210167527,0.0515473261475563
76,14,14,ring_finger_pip,ring_finger_pip,0.003729494038724638,563,751,1180,616,-0.0044660307466983,0.0315498411655426,-0.0031591893639415,-0.0042986441403627,0.0281763710081577,-0.0047405832447111
77,19,11,pinky_dip,middle_finger_dip,0.00512875789063965,526,782,1186,656,-0.0158133096992969,0.046457752585411,0.0209939610213041,-0.0179504565894603,0.0456545501947402,0.0164013989269733
78,9,9,middle_finger_mcp,middle_finger_mcp,0.00665242526417862,531,739,1233,613,0.0030800804961472,-0.002509587444365,-0.0027942520100623,-0.0026094487402588,-0.0001112164463847,-0.0003179976774845
79,20,8,pinky_tip,index_finger_tip,0.006207304234800231,485,820,1240,707,-0.0168223436921834,0.0551637262105941,0.034400038421154,-0.0174567867070436,0.050421804189682,0.0383550710976123
80,9,9,middle_finger_mcp,middle_finger_mcp,0.007712687112490039,494,764,1291,656,0.004713365342468,-0.0014534591464325,-0.0026518257800489,-0.0024598380550742,0.0004413382848724,-0.0005445910501293
81,9,13,middle_finger_mcp,ring_finger_mcp,0.0064812795979939785,477,772,1343,679,0.0044240709394216,-0.0009404994780197,-0.0038547639269381,0.0084613524377346,0.0025951205752789,-0.0074888709932565
82,13,5,ring_finger_mcp,index_finger_mcp,0.006411096660169222,440,781,1332,683,-0.01573983207345,0.002391240093857,0.0037507247179746,-0.0153617411851882,-0.0019559827633202,0.0084476238116621
83,13,5,ring_finger_mcp,index_finger_mcp,0.00590727575549887,428,785,1359,696,-0.01449825335294,0.0003989585675299,0.0029673087410628,-0.0134488940238952,-0.0029045082628726,0.0077508073300123
84,13,5,ring_finger_mcp,index_finger_mcp,0.0053038605836133726,418,791,1386,707,-0.0103438580408692,0.0001131133176386,0.0030886325985193,-0.0137956459075212,-0.003253870178014,0.0052975961007177
85,13,5,ring_finger_mcp,index_finger_mcp,0.002659411682817829,410,794,1411,717,-0.0125037496909499,0.0002618927974253,0.0028383466415107,-0.0119835818186402,-0.0023150886408984,0.0032396726310253
86,9,13,middle_finger_mcp,ring_finger_mcp,0.0028302782900828517,424,797,1483,728,0.003913311753422,-7.754872785881162e-05,-0.0033092070370912,0.0060914712958037,0.0015433281660079,-0.0025099234189838
87,9,13,middle_finger_mcp,ring_finger_mcp,0.0030289952970556215,419,798,1503,732,0.0041298251599073,0.0002142066368833,-0.0026813496369868,0.0068952427245676,0.0013720273273065,-0.0031134716700762
88,9,13,middle_finger_mcp,ring_finger_mcp,0.0036451902550946216,416,801,1518,734,0.0033559189178049,-0.0004480293137021,-0.0013493250589817,0.0052123093046247,0.0016622856492176,-0.0036704880185425
89,9,13,middle_finger_mcp,ring_finger_mcp,0.00267935265329522,414,803,1532,737,0.004924357868731,0.0005413451581262,-0.0012818506220355,0.0057131005451083,0.0025052314158529,-0.0029250080697238
90,9,13,middle_finger_mcp,ring_finger_mcp,0.0034076722510498697,413,803,1544,739,0.0042830011807382,-4.1582039557397366e-05,-0.0017492303159087,0.005484749097377,0.003070019185543,-0.0024463457521051
91,9,13,middle_finger_mcp,ring_finger_mcp,0.0028997069991902285,414,804,1552,741,0.0051567587070167,0.0003137695020996,-0.0010290320497006,0.0049825222231447,0.0028345268219709,-0.0024516088888049
92,9,13,middle_finger_mcp,ring_finger_mcp,0.002796328701934774,415,803,1560,740,0.0049174851737916,-0.0003229663707315,-0.0013769259676337,0.0039943531155586,0.0021939943544566,-0.0021720298100262
93,9,13,middle_finger_mcp,ring_finger_mcp,0.0021823510110992273,419,803,1565,742,0.0057940385304391,0.0014195772819221,-0.000892391311936,0.0043511306867003,0.0021819425746798,-0.0023413468152284
94,9,13,middle_finger_mcp,ring_finger_mcp,0.0012776328537145165,421,800,1568,741,0.0052646845579147,0.0004578108200803,-0.0012163197388872,0.0057548638433218,0.0013415297726169,-0.0019980554934591
95,9,13,middle_finger_mcp,ring_finger_mcp,0.0008294905725447677,424,802,1569,740,0.0056455763988196,0.0010106469271704,-0.0011749112745746,0.0063039446249604,0.0005654410924762,-0.0014123931759968
96,9,13,middle_finger_mcp,ring_finger_mcp,0.0011475370485342577,424,801,1569,740,0.0051723117940127,0.0007800393505021,-0.00123207422439,0.0040385024622082,0.0006043742178007,-0.0012535087298601
97,9,13,middle_finger_mcp,ring_finger_mcp,0.0013664481737145876,426,801,1566,739,0.0046558673493564,0.0003716859500855,-0.0011446386342868,0.0059024514630436,0.0009258730569854,-0.0012226470280438
98,9,13,middle_finger_mcp,ring_finger_mcp,0.0005305730139767601,426,802,1563,738,0.0049545378424227,0.000626896857284,-0.0010733428644016,0.0048938929103314,0.0010084515670314,-0.0007096865447238
99,9,13,middle_finger_mcp,ring_finger_mcp,0.0014628351658566273,427,802,1559,736,0.0049494467675685,-0.0001395000144839,-0.0012321205576881,0.0041338875889778,0.0010605303104966,-0.0010459024924784
100,9,13,middle_finger_mcp,ring_finger_mcp,0.0020033090526842584,430,801,1553,735,0.0048796599730849,-0.0003993595018982,-0.0008923240820877,0.0056899166665971,0.0011190563673153,-0.0019175774650648
101,9,13,middle_finger_mcp,ring_finger_mcp,0.0018521574158411635,430,802,1547,734,0.0050331815145909,-1.339742448180914e-05,-0.0007761873421259,0.005564144346863,0.0012405851157382,-0.0020316129084676
102,9,13,middle_finger_mcp,ring_finger_mcp,0.0015645833856151015,429,800,1541,732,0.0044091339223086,-0.0002710721455514,-0.0016039406182244,0.004885921254754,0.001045714248903,-0.0023015569895505
103,9,13,middle_finger_mcp,ring_finger_mcp,0.001916769020798872,431,801,1534,731,0.0053131859749555,5.6516844779253006e-05,-0.0020243504550307,0.0064361202530562,0.0013463220093399,-0.0028900436591356
104,9,13,middle_finger_mcp,ring_finger_mcp,0.002266743806987045,432,800,1529,730,0.0046780514530837,-0.0004560030647553,-0.0019758359994739,0.0047346367500722,0.001785215223208,-0.0023103000130504
105,9,13,middle_finger_mcp,ring_finger_mcp,0.0030354154450825135,433,799,1522,728,0.0047644153237342,-0.0005227231304161,-0.0017014786135405,0.0064613260328769,0.0017826177645474,-0.0027112530078738
106,9,13,middle_finger_mcp,ring_finger_mcp,0.002571802516163615,436,798,1517,726,0.0055843261070549,-3.901508171111345e-05,-0.0014759433688595,0.0063195782713592,0.0019367975182831,-0.0029489460866898
107,9,13,middle_finger_mcp,ring_finger_mcp,0.0026725807095048506,436,798,1512,725,0.0051277140155434,-0.0003134794533252,-0.0022456950973719,0.004414961207658,0.0021991443354636,-0.0028126102406531
108,9,13,middle_finger_mcp,ring_finger_mcp,0.0024309409686655366,438,799,1508,723,0.0055874269455671,-0.0002216206630691,-0.0021894767414778,0.005529920104891,0.0016566955018788,-0.0037315841764211
109,9,13,middle_finger_mcp,ring_finger_mcp,0.003893811990183179,438,798,1504,723,0.0046830256469547,-0.0006987450178712,-0.0019941132050007,0.0054772058501839,0.0027751524467021,-0.0035635353997349
110,9,13,middle_finger_mcp,ring_finger_mcp,0.003523769129602261,439,798,1502,722,0.0046289530582726,9.63442726060748e-05,-0.0012400961713865,0.0024062965530902,0.0019902670755982,-0.0032123546116054
111,9,13,middle_finger_mcp,ring_finger_mcp,0.003719985887062066,437,799,1500,720,0.0050743599422276,-0.0004123021499253,-0.0010008586104959,0.0048154066316783,0.0023619199637323,-0.0034655958879739
112,9,13,middle_finger_mcp,ring_finger_mcp,0.004230357215481173,437,800,1497,721,0.0050942967645823,-6.548245437443256e-05,-0.0015158299356698,0.0044504152610898,0.0028842901811003,-0.0044789668172597
113,9,13,middle_finger_mcp,ring_finger_mcp,0.004637805782979654,436,799,1496,720,0.0052054799161851,-3.965164069086313e-05,-0.0012136917794123,0.00487861642614,0.0028069103136658,-0.0048605380579829
114,9,13,middle_finger_mcp,ring_finger_mcp,0.0036115183787871733,437,800,1498,722,0.0054401438683271,-0.0001920819049701,-0.002466935198754,0.0048962049186229,0.002763532102108,-0.0044698184356093
115,9,13,middle_finger_mcp,ring_finger_mcp,0.004206671312630313,438,801,1499,722,0.0046469937078654,-0.0004312343080528,-0.0015298160724341,0.0047538699582219,0.0022381162270903,-0.0047793127596378
116,5,17,index_finger_mcp,pinky_mcp,0.00472562225340764,457,796,1525,721,0.021783897653222,-0.0023863220121711,0.0003354640793986,0.0240623988211154,0.0014808867126703,0.0018135150894522
117,5,17,index_finger_mcp,pinky_mcp,0.0028571580132985626,458,798,1527,721,0.0250171013176441,-0.0004947944544255,-0.0004228198085911,0.0236605666577816,0.0009000059217214,0.0016694749938324
118,5,17,index_finger_mcp,pinky_mcp,0.002832195113724477,458,794,1526,721,0.0254095438867807,-0.0018247892148792,0.0029250518418848,0.0239587221294641,0.0001862309873104,0.0015567524824291
119,9,13,middle_finger_mcp,ring_finger_mcp,0.004053196909646512,440,798,1501,723,0.0049483221955597,5.057547241449356e-05,-0.0020407638512551,0.005374742206186,0.0021450552158057,-0.0054845591075718
120,5,17,index_finger_mcp,pinky_mcp,0.0033629637663218285,460,794,1526,722,0.023817129433155,-0.0009062220342457,0.0016792332753539,0.0213372055441141,0.000458997208625,-0.0001361672912025
121,5,17,index_finger_mcp,pinky_mcp,0.003699782464326135,460,796,1527,721,0.0233651716262102,-0.0016092034056782,0.0009799096733331,0.0212972573935985,0.0014546164311468,0.001138431020081
122,5,17,index_finger_mcp,pinky_mcp,0.004264832465864701,461,798,1526,721,0.0250449404120445,-0.0013470752164721,0.0007487402763217,0.0215916167944669,0.00103708403185,-1.2269994840607978e-05
123,9,13,middle_finger_mcp,ring_finger_mcp,0.00431185681908242,440,798,1501,724,0.0054457178339362,6.805174052715302e-05,-0.0015288585564121,0.0059396903961896,0.00232361885719,-0.0051703578792512
124,9,13,middle_finger_mcp,ring_finger_mcp,0.0050873651287233436,440,796,1500,723,0.0055618016049265,0.0003631518920883,-0.0009368389146402,0.0055615645833313,0.0028684609569609,-0.0053645595908164
125,9,13,middle_finger_mcp,ring_finger_mcp,0.004610887307677908,441,797,1500,724,0.0053068920969963,0.0001455318415537,-0.0016227659070864,0.0054133748635649,0.0028514177538454,-0.005354672204703
126,5,17,index_finger_mcp,pinky_mcp,0.004230563021508168,460,796,1523,721,0.0243629496544599,-0.0007094140164554,-0.0003883316530846,0.0204163305461406,0.0005991570651531,0.0003923749609384
127,9,13,middle_finger_mcp,ring_finger_mcp,0.005172042038421081,441,799,1499,723,0.005439231172204,-0.0001853667199611,-0.0013188108569011,0.0046607144176959,0.0026601024437695,-0.0055670146830379
128,5,17,index_finger_mcp,pinky_mcp,0.0042775683929109016,462,796,1523,719,0.0263402853161096,-0.0011314526200294,0.0005234205164015,0.022414494305849,0.0005393717437982,0.0008301814086735
129,5,17,index_finger_mcp,pinky_mcp,0.004241207281629487,461,797,1522,721,0.0259043890982866,-0.0020197005942463,-6.552637387358118e-06,0.0228336732834577,0.0008757226169109,0.0004118586657568
130,5,17,index_finger_mcp,pinky_mcp,0.004989350044274457,460,796,1522,720,0.0281530246138572,-0.0023402906954288,0.0004617730155587,0.0242317542433738,0.0007303291931748,0.0007593398913741
131,5,17,index_finger_mcp,pinky_mcp,0.0042601443407230865,461,794,1521,720,0.0279808193445205,-0.001727710943669,-0.0010024574585258,0.0246496349573135,0.0006465455517172,0.000187057768926
132,5,17,index_finger_mcp,pinky_mcp,0.0032827928549660256,461,795,1521,719,0.0260254330933094,-0.002155496738851,-0.0008182846358977,0.0248466655611991,0.0007108887657523,0.0002638753212522
133,5,17,index_finger_mcp,pinky_mcp,0.003663150098893891,460,795,1520,719,0.0259233620017766,-0.0013921093195676,-0.0003612811269704,0.0230533443391323,0.0008524945005774,1.7428463252144866e-05
134,9,13,middle_finger_mcp,ring_finger_mcp,0.0053064942354316075,440,800,1495,721,0.0047963880933821,-0.0002415834460407,-0.0012827599421143,0.0049234037287533,0.0029404151719063,-0.0055274781771004
135,9,13,middle_finger_mcp,ring_finger_mcp,0.0043900797892948784,442,797,1495,720,0.0053160386160016,-0.0001394976861774,-0.0022513880394399,0.0056306016631424,0.0028852806426584,-0.0054175476543605
136,5,17,index_finger_mcp,pinky_mcp,0.004054813717643249,460,797,1520,719,0.0252368282526731,-0.0023081768304109,0.0003002374724019,0.0225223712623119,0.0006963135674595,8.512126805726439e-05
137,5,17,index_finger_mcp,pinky_mcp,0.004658514962079684,461,795,1521,719,0.0257418304681777,-0.0027023628354072,0.0010663697030395,0.023446325212717,0.0013395994901657,0.0013745219912379
138,9,13,middle_finger_mcp,ring_finger_mcp,0.004211166375790592,441,797,1496,720,0.0049105891957879,-8.463452104479074e-05,-0.0019588989671319,0.0047861281782388,0.0024271300062537,-0.0053366897627711
139,9,13,middle_finger_mcp,ring_finger_mcp,0.004748049532638711,440,799,1496,721,0.0050069270655512,-0.0001736074918881,-0.001336924964562,0.0051500704139471,0.0024863344151526,-0.0052673439495265
140,9,13,middle_finger_mcp,ring_finger_mcp,0.0037407723315282474,439,796,1498,721,0.0054162261076271,-9.43319173529744e-05,-0.0026486043352633,0.0055777663365006,0.0028304762672632,-0.0049751424230635
141,9,13,middle_finger_mcp,ring_finger_mcp,0.004331996785835755,440,798,1500,721,0.005412699189037,0.0001067857956513,-0.0014574454398825,0.0053190980106592,0.0026286581996828,-0.0049784672446548
142,5,17,index_finger_mcp,pinky_mcp,0.0035849229577991195,461,797,1525,720,0.0251376237720251,-0.0016085342504084,-0.0002855644270312,0.0224617421627044,-6.495136767625809e-05,0.0015334138879552
143,9,13,middle_finger_mcp,ring_finger_mcp,0.004218486696516462,441,798,1501,723,0.0051417672075331,-0.0005278598400764,-0.0023803641088306,0.0040272646583616,0.002361481776461,-0.0052448394708335
144,5,17,index_finger_mcp,pinky_mcp,0.003868242818596013,463,796,1526,720,0.0242896787822246,-0.0011897785589098,0.0007920328062027,0.0212669968605041,0.0012124623171985,0.0005555264069698
145,5,17,index_finger_mcp,pinky_mcp,0.0046526773863611705,461,795,1527,720,0.0255947969853878,-0.001542130485177,-0.0006158191245049,0.0240952149033546,0.0011805472895503,0.0028462158516049
146,5,17,index_finger_mcp,pinky_mcp,0.002887435586237046,462,796,1526,719,0.0238158330321311,-0.0011163167655467,0.0008296065498143,0.0218237377703189,0.0009224917739629,0.0012901502195745
147,9,13,middle_finger_mcp,ring_finger_mcp,0.004785565994304501,441,799,1500,724,0.0051099606789648,-0.0006102016195654,-0.0012887698831036,0.0040807723999023,0.0023547874297946,-0.0049014217220246
148,9,13,middle_finger_mcp,ring_finger_mcp,0.004942601124442836,442,798,1499,723,0.0049361563287675,-0.0001494452590122,-0.0014487719163298,0.0045192050747573,0.0030283406376838,-0.0052113686688244
149,9,13,middle_finger_mcp,ring_finger_mcp,0.004416864487921511,443,798,1499,724,0.0051925028674304,0.0001176900696009,-0.001317131682299,0.0051369033753871,0.0021904597524553,-0.0052170325070619
150,5,17,index_finger_mcp,pinky_mcp,0.0044760756136743496,462,797,1522,720,0.0251735411584377,-0.0006460864096879,-5.34222308488097e-05,0.0213141664862632,0.0011018859222531,0.0013905558735132
